
=== PEPE ===
2025-02-01 → 👍 747  👎 570  📊 1317  👍比: 56.72%  👎比: 43.28%  多數: up | 真實: up ✅
2024-03-19 → 👍 398  👎 371  📊 769  👍比: 51.76%  👎比: 48.24%  多數: up | 真實: up ✅
2024-03-20 → 👍 13  👎 11  📊 24  👍比: 54.17%  👎比: 45.83%  多數: up | 真實: up ✅
2024-03-21 → 👍 9  👎 8  📊 17  👍比: 52.94%  👎比: 47.06%  多數: up | 真實: up ✅
2024-03-22 → 👍 55  👎 45  📊 100  👍比: 55.00%  👎比: 45.00%  多數: up | 真實: down ❌
2024-03-23 → 👍 1303  👎 1035  📊 2338  👍比: 55.73%  👎比: 44.27%  多數: up | 真實: up ✅
2024-03-24 → 👍 1128  👎 890  📊 2018  👍比: 55.90%  👎比: 44.10%  多數: up | 真實: up ✅
2024-03-25 → 👍 309  👎 261  📊 570  👍比: 54.21%  👎比: 45.79%  多數: up | 真實: down ❌
2024-03-26 → 👍 297  👎 208  📊 505  👍比: 58.81%  👎比: 41.19%  多數: up | 真實: up ✅
2024-03-27 → 👍 36  👎 33  📊 69  👍比: 52.17%  👎比: 47.83%  多數: up | 真實: up ✅
2024-03-28 → 👍 3637  👎 2982  📊 6619  👍比: 54.95%  👎比: 45.05%  多數: up | 真實: down ❌
2024-03-29 → 👍 1116  👎 895  📊 2011  👍比: 55.49%  👎比: 44.51%  多數: up | 真實: down ❌
2024-03-30 → 👍 1431  👎 1134  📊 2565  👍比: 55.79%  👎比: 44.21%  多數: up | 真實: down ❌
2024-03-31 → 👍 421  👎 325  📊 746  👍比: 56.43%  👎比: 43.57%  多數: up | 真實: up ✅
2024-04-01 → 👍 83  👎 51  📊 134  👍比: 61.94%  👎比: 38.06%  多數: up | 真實: down ❌
2024-04-02 → 👍 42  👎 31  📊 73  👍比: 57.53%  👎比: 42.47%  多數: up | 真實: up ✅
2024-04-03 → 👍 152  👎 128  📊 280  👍比: 54.29%  👎比: 45.71%  多數: up | 真實: up ✅
2024-04-04 → 👍 46  👎 35  📊 81  👍比: 56.79%  👎比: 43.21%  多數: up | 真實: down ❌
2024-04-05 → 👍 2  👎 1  📊 3  👍比: 66.67%  👎比: 33.33%  多數: up | 真實: up ✅
2024-04-06 → 👍 9  👎 11  📊 20  👍比: 45.00%  👎比: 55.00%  多數: down | 真實: up ❌
2024-04-07 → 👍 18  👎 10  📊 28  👍比: 64.29%  👎比: 35.71%  多數: up | 真實: up ✅
2024-04-08 → 👍 11  👎 9  📊 20  👍比: 55.00%  👎比: 45.00%  多數: up | 真實: down ❌
2024-04-09 → 👍 47  👎 28  📊 75  👍比: 62.67%  👎比: 37.33%  多數: up | 真實: down ❌
2024-04-10 → 👍 40  👎 30  📊 70  👍比: 57.14%  👎比: 42.86%  多數: up | 真實: down ❌
2024-04-11 → 👍 23  👎 20  📊 43  👍比: 53.49%  👎比: 46.51%  多數: up | 真實: up ✅
2024-04-12 → 👍 19  👎 26  📊 45  👍比: 42.22%  👎比: 57.78%  多數: down | 真實: down ✅
2024-04-13 → 👍 17  👎 18  📊 35  👍比: 48.57%  👎比: 51.43%  多數: down | 真實: down ✅
2024-04-14 → 👍 13  👎 16  📊 29  👍比: 44.83%  👎比: 55.17%  多數: down | 真實: down ✅
2024-04-16 → 👍 965  👎 701  📊 1666  👍比: 57.92%  👎比: 42.08%  多數: up | 真實: up ✅
2024-04-17 → 👍 172  👎 128  📊 300  👍比: 57.33%  👎比: 42.67%  多數: up | 真實: up ✅
2024-04-18 → 👍 567  👎 468  📊 1035  👍比: 54.78%  👎比: 45.22%  多數: up | 真實: down ❌
2024-04-19 → 👍 37  👎 33  📊 70  👍比: 52.86%  👎比: 47.14%  多數: up | 真實: down ❌
2024-04-20 → 👍 682  👎 557  📊 1239  👍比: 55.04%  👎比: 44.96%  多數: up | 真實: down ❌
2024-04-21 → 👍 3  👎 6  📊 9  👍比: 33.33%  👎比: 66.67%  多數: down | 真實: down ✅
2024-04-22 → 👍 883  👎 748  📊 1631  👍比: 54.14%  👎比: 45.86%  多數: up | 真實: up ✅
2024-04-23 → 👍 46  👎 37  📊 83  👍比: 55.42%  👎比: 44.58%  多數: up | 真實: down ❌
2024-04-24 → 👍 227  👎 213  📊 440  👍比: 51.59%  👎比: 48.41%  多數: up | 真實: up ✅
2024-04-25 → 👍 1118  👎 899  📊 2017  👍比: 55.43%  👎比: 44.57%  多數: up | 真實: up ✅
2024-04-26 → 👍 55  👎 66  📊 121  👍比: 45.45%  👎比: 54.55%  多數: down | 真實: down ✅
2024-04-27 → 👍 57  👎 45  📊 102  👍比: 55.88%  👎比: 44.12%  多數: up | 真實: up ✅
2024-04-28 → 👍 607  👎 463  📊 1070  👍比: 56.73%  👎比: 43.27%  多數: up | 真實: down ❌
2024-04-29 → 👍 9  👎 0  📊 9  👍比: 100.00%  👎比: 0.00%  多數: up | 真實: down ❌
2024-04-30 → 👍 392  👎 320  📊 712  👍比: 55.06%  👎比: 44.94%  多數: up | 真實: up ✅
2024-05-01 → 👍 14  👎 18  📊 32  👍比: 43.75%  👎比: 56.25%  多數: down | 真實: down ✅
2024-05-02 → 👍 233  👎 167  📊 400  👍比: 58.25%  👎比: 41.75%  多數: up | 真實: up ✅
2024-05-03 → 👍 97  👎 75  📊 172  👍比: 56.40%  👎比: 43.60%  多數: up | 真實: up ✅
2024-05-04 → 👍 175  👎 153  📊 328  👍比: 53.35%  👎比: 46.65%  多數: up | 真實: down ❌
2024-05-05 → 👍 41  👎 54  📊 95  👍比: 43.16%  👎比: 56.84%  多數: down | 真實: up ❌
2024-05-06 → 👍 290  👎 207  📊 497  👍比: 58.35%  👎比: 41.65%  多數: up | 真實: down ❌
2024-05-07 → 👍 193  👎 182  📊 375  👍比: 51.47%  👎比: 48.53%  多數: up | 真實: down ❌
2024-05-08 → 👍 199  👎 171  📊 370  👍比: 53.78%  👎比: 46.22%  多數: up | 真實: down ❌
2024-05-09 → 👍 47  👎 38  📊 85  👍比: 55.29%  👎比: 44.71%  多數: up | 真實: up ✅
2024-05-10 → 👍 4  👎 2  📊 6  👍比: 66.67%  👎比: 33.33%  多數: up | 真實: down ❌
2024-05-11 → 👍 16  👎 14  📊 30  👍比: 53.33%  👎比: 46.67%  多數: up | 真實: up ✅
2024-05-12 → 👍 51  👎 41  📊 92  👍比: 55.43%  👎比: 44.57%  多數: up | 真實: down ❌
2024-05-13 → 👍 310  👎 272  📊 582  👍比: 53.26%  👎比: 46.74%  多數: up | 真實: up ✅
2024-05-14 → 👍 1583  👎 1359  📊 2942  👍比: 53.81%  👎比: 46.19%  多數: up | 真實: up ✅
2024-05-15 → 👍 207  👎 175  📊 382  👍比: 54.19%  👎比: 45.81%  多數: up | 真實: up ✅
2024-05-16 → 👍 2  👎 1  📊 3  👍比: 66.67%  👎比: 33.33%  多數: up | 真實: down ❌
2024-05-17 → 👍 82  👎 78  📊 160  👍比: 51.25%  👎比: 48.75%  多數: up | 真實: down ❌
2024-05-18 → 👍 262  👎 180  📊 442  👍比: 59.28%  👎比: 40.72%  多數: up | 真實: down ❌
2024-05-19 → 👍 66  👎 58  📊 124  👍比: 53.23%  👎比: 46.77%  多數: up | 真實: down ❌
2024-05-20 → 👍 10  👎 5  📊 15  👍比: 66.67%  👎比: 33.33%  多數: up | 真實: up ✅
2024-05-22 → 👍 14  👎 15  📊 29  👍比: 48.28%  👎比: 51.72%  多數: down | 真實: down ✅
2024-05-24 → 👍 23  👎 10  📊 33  👍比: 69.70%  👎比: 30.30%  多數: up | 真實: down ❌
2024-05-25 → 👍 12  👎 8  📊 20  👍比: 60.00%  👎比: 40.00%  多數: up | 真實: up ✅
2024-05-26 → 👍 10  👎 8  📊 18  👍比: 55.56%  👎比: 44.44%  多數: up | 真實: up ✅
2024-05-27 → 👍 65  👎 40  📊 105  👍比: 61.90%  👎比: 38.10%  多數: up | 真實: down ❌
2024-05-28 → 👍 11  👎 17  📊 28  👍比: 39.29%  👎比: 60.71%  多數: down | 真實: up ❌
2024-05-29 → 👍 79  👎 65  📊 144  👍比: 54.86%  👎比: 45.14%  多數: up | 真實: down ❌
2024-05-30 → 👍 102  👎 71  📊 173  👍比: 58.96%  👎比: 41.04%  多數: up | 真實: up ✅
2024-05-31 → 👍 50  👎 44  📊 94  👍比: 53.19%  👎比: 46.81%  多數: up | 真實: up ✅
2024-06-01 → 👍 517  👎 483  📊 1000  👍比: 51.70%  👎比: 48.30%  多數: up | 真實: up ✅
2024-06-03 → 👍 104  👎 83  📊 187  👍比: 55.61%  👎比: 44.39%  多數: up | 真實: down ❌
2024-06-04 → 👍 2  👎 1  📊 3  👍比: 66.67%  👎比: 33.33%  多數: up | 真實: down ❌
2024-06-05 → 👍 100  👎 82  📊 182  👍比: 54.95%  👎比: 45.05%  多數: up | 真實: down ❌
2024-06-06 → 👍 1  👎 0  📊 1  👍比: 100.00%  👎比: 0.00%  多數: up | 真實: up ✅
2024-06-07 → 👍 25  👎 19  📊 44  👍比: 56.82%  👎比: 43.18%  多數: up | 真實: up ✅
2024-06-08 → 👍 145  👎 119  📊 264  👍比: 54.92%  👎比: 45.08%  多數: up | 真實: up ✅
2024-06-09 → 👍 127  👎 111  📊 238  👍比: 53.36%  👎比: 46.64%  多數: up | 真實: up ✅
2024-06-10 → 👍 409  👎 327  📊 736  👍比: 55.57%  👎比: 44.43%  多數: up | 真實: up ✅
2024-06-11 → 👍 757  👎 608  📊 1365  👍比: 55.46%  👎比: 44.54%  多數: up | 真實: down ❌
2024-06-12 → 👍 1315  👎 1129  📊 2444  👍比: 53.81%  👎比: 46.19%  多數: up | 真實: up ✅
2024-06-13 → 👍 50  👎 48  📊 98  👍比: 51.02%  👎比: 48.98%  多數: up | 真實: up ✅
2024-06-14 → 👍 211  👎 170  📊 381  👍比: 55.38%  👎比: 44.62%  多數: up | 真實: down ❌
2024-06-15 → 👍 392  👎 333  📊 725  👍比: 54.07%  👎比: 45.93%  多數: up | 真實: down ❌
2024-06-16 → 👍 59  👎 57  📊 116  👍比: 50.86%  👎比: 49.14%  多數: up | 真實: down ❌
2024-06-18 → 👍 27  👎 15  📊 42  👍比: 64.29%  👎比: 35.71%  多數: up | 真實: up ✅
2024-06-19 → 👍 1  👎 1  📊 2  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: down ❌
2024-06-20 → 👍 140  👎 115  📊 255  👍比: 54.90%  👎比: 45.10%  多數: up | 真實: down ❌
2024-06-21 → 👍 18  👎 14  📊 32  👍比: 56.25%  👎比: 43.75%  多數: up | 真實: up ✅
2024-06-23 → 👍 61  👎 61  📊 122  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: down ❌
2024-06-24 → 👍 462  👎 384  📊 846  👍比: 54.61%  👎比: 45.39%  多數: up | 真實: up ✅
2024-06-25 → 👍 72  👎 65  📊 137  👍比: 52.55%  👎比: 47.45%  多數: up | 真實: down ❌
2024-06-26 → 👍 5  👎 3  📊 8  👍比: 62.50%  👎比: 37.50%  多數: up | 真實: down ❌
2024-06-27 → 👍 1021  👎 835  📊 1856  👍比: 55.01%  👎比: 44.99%  多數: up | 真實: up ✅
2024-06-28 → 👍 571  👎 475  📊 1046  👍比: 54.59%  👎比: 45.41%  多數: up | 真實: down ❌
2024-06-29 → 👍 576  👎 461  📊 1037  👍比: 55.54%  👎比: 44.46%  多數: up | 真實: up ✅
2024-06-30 → 👍 556  👎 595  📊 1151  👍比: 48.31%  👎比: 51.69%  多數: down | 真實: up ❌
2024-07-01 → 👍 40  👎 35  📊 75  👍比: 53.33%  👎比: 46.67%  多數: up | 真實: down ❌
2024-07-02 → 👍 311  👎 378  📊 689  👍比: 45.14%  👎比: 54.86%  多數: down | 真實: up ❌
2024-07-03 → 👍 60  👎 54  📊 114  👍比: 52.63%  👎比: 47.37%  多數: up | 真實: down ❌
2024-07-04 → 👍 126  👎 81  📊 207  👍比: 60.87%  👎比: 39.13%  多數: up | 真實: down ❌
2024-07-05 → 👍 89  👎 118  📊 207  👍比: 43.00%  👎比: 57.00%  多數: down | 真實: up ❌
2024-07-06 → 👍 92  👎 80  📊 172  👍比: 53.49%  👎比: 46.51%  多數: up | 真實: down ❌
2024-07-07 → 👍 14  👎 18  📊 32  👍比: 43.75%  👎比: 56.25%  多數: down | 真實: up ❌
2024-07-08 → 👍 109  👎 132  📊 241  👍比: 45.23%  👎比: 54.77%  多數: down | 真實: up ❌
2024-07-09 → 👍 2  👎 2  📊 4  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: up ✅
2024-07-10 → 👍 62  👎 47  📊 109  👍比: 56.88%  👎比: 43.12%  多數: up | 真實: up ✅
2024-07-11 → 👍 156  👎 121  📊 277  👍比: 56.32%  👎比: 43.68%  多數: up | 真實: up ✅
2024-07-12 → 👍 41  👎 37  📊 78  👍比: 52.56%  👎比: 47.44%  多數: up | 真實: up ✅
2024-07-13 → 👍 0  👎 1  📊 1  👍比: 0.00%  👎比: 100.00%  多數: down | 真實: down ✅
2024-07-14 → 👍 4  👎 9  📊 13  👍比: 30.77%  👎比: 69.23%  多數: down | 真實: down ✅
2024-07-15 → 👍 2  👎 4  📊 6  👍比: 33.33%  👎比: 66.67%  多數: down | 真實: up ❌
2024-07-16 → 👍 475  👎 425  📊 900  👍比: 52.78%  👎比: 47.22%  多數: up | 真實: up ✅
2024-07-17 → 👍 781  👎 812  📊 1593  👍比: 49.03%  👎比: 50.97%  多數: down | 真實: down ✅
2024-07-18 → 👍 188  👎 213  📊 401  👍比: 46.88%  👎比: 53.12%  多數: down | 真實: down ✅
2024-07-19 → 👍 87  👎 74  📊 161  👍比: 54.04%  👎比: 45.96%  多數: up | 真實: down ❌
2024-07-20 → 👍 182  👎 165  📊 347  👍比: 52.45%  👎比: 47.55%  多數: up | 真實: up ✅
2024-07-21 → 👍 1266  👎 1030  📊 2296  👍比: 55.14%  👎比: 44.86%  多數: up | 真實: up ✅
2024-07-22 → 👍 548  👎 435  📊 983  👍比: 55.75%  👎比: 44.25%  多數: up | 真實: down ❌
2024-07-23 → 👍 503  👎 498  📊 1001  👍比: 50.25%  👎比: 49.75%  多數: up | 真實: down ❌
2024-07-24 → 👍 513  👎 423  📊 936  👍比: 54.81%  👎比: 45.19%  多數: up | 真實: up ✅
2024-07-25 → 👍 467  👎 407  📊 874  👍比: 53.43%  👎比: 46.57%  多數: up | 真實: up ✅
2024-07-26 → 👍 599  👎 555  📊 1154  👍比: 51.91%  👎比: 48.09%  多數: up | 真實: up ✅
2024-07-27 → 👍 628  👎 582  📊 1210  👍比: 51.90%  👎比: 48.10%  多數: up | 真實: down ❌
2024-07-28 → 👍 518  👎 450  📊 968  👍比: 53.51%  👎比: 46.49%  多數: up | 真實: down ❌
2024-07-29 → 👍 3  👎 3  📊 6  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: up ✅
2024-07-30 → 👍 354  👎 282  📊 636  👍比: 55.66%  👎比: 44.34%  多數: up | 真實: down ❌
2024-07-31 → 👍 513  👎 536  📊 1049  👍比: 48.90%  👎比: 51.10%  多數: down | 真實: down ✅
2024-08-01 → 👍 8  👎 4  📊 12  👍比: 66.67%  👎比: 33.33%  多數: up | 真實: down ❌
2024-08-02 → 👍 9  👎 8  📊 17  👍比: 52.94%  👎比: 47.06%  多數: up | 真實: up ✅
2024-08-03 → 👍 21  👎 15  📊 36  👍比: 58.33%  👎比: 41.67%  多數: up | 真實: down ❌
2024-08-04 → 👍 39  👎 26  📊 65  👍比: 60.00%  👎比: 40.00%  多數: up | 真實: down ❌
2024-08-05 → 👍 18  👎 35  📊 53  👍比: 33.96%  👎比: 66.04%  多數: down | 真實: down ✅
2024-08-06 → 👍 17  👎 13  📊 30  👍比: 56.67%  👎比: 43.33%  多數: up | 真實: down ❌
2024-08-07 → 👍 7  👎 8  📊 15  👍比: 46.67%  👎比: 53.33%  多數: down | 真實: down ✅
2024-08-08 → 👍 7  👎 5  📊 12  👍比: 58.33%  👎比: 41.67%  多數: up | 真實: down ❌
2024-08-09 → 👍 12  👎 12  📊 24  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: down ❌
2024-08-10 → 👍 10  👎 8  📊 18  👍比: 55.56%  👎比: 44.44%  多數: up | 真實: down ❌
2024-08-12 → 👍 5  👎 9  📊 14  👍比: 35.71%  👎比: 64.29%  多數: down | 真實: up ❌
2024-08-14 → 👍 5  👎 9  📊 14  👍比: 35.71%  👎比: 64.29%  多數: down | 真實: down ✅
2024-08-16 → 👍 281  👎 350  📊 631  👍比: 44.53%  👎比: 55.47%  多數: down | 真實: up ❌
2024-08-17 → 👍 40  👎 45  📊 85  👍比: 47.06%  👎比: 52.94%  多數: down | 真實: up ❌
2024-08-18 → 👍 215  👎 175  📊 390  👍比: 55.13%  👎比: 44.87%  多數: up | 真實: up ✅
2024-08-19 → 👍 300  👎 238  📊 538  👍比: 55.76%  👎比: 44.24%  多數: up | 真實: down ❌
2024-08-20 → 👍 190  👎 150  📊 340  👍比: 55.88%  👎比: 44.12%  多數: up | 真實: up ✅
2024-08-21 → 👍 8  👎 9  📊 17  👍比: 47.06%  👎比: 52.94%  多數: down | 真實: up ❌
2024-08-22 → 👍 250  👎 219  📊 469  👍比: 53.30%  👎比: 46.70%  多數: up | 真實: down ❌
2024-08-23 → 👍 31  👎 33  📊 64  👍比: 48.44%  👎比: 51.56%  多數: down | 真實: up ❌
2024-08-24 → 👍 12  👎 20  📊 32  👍比: 37.50%  👎比: 62.50%  多數: down | 真實: up ❌
2024-08-25 → 👍 21  👎 11  📊 32  👍比: 65.62%  👎比: 34.38%  多數: up | 真實: up ✅
2024-08-26 → 👍 16  👎 11  📊 27  👍比: 59.26%  👎比: 40.74%  多數: up | 真實: down ❌
2024-08-27 → 👍 102  👎 82  📊 184  👍比: 55.43%  👎比: 44.57%  多數: up | 真實: down ❌
2024-08-28 → 👍 265  👎 288  📊 553  👍比: 47.92%  👎比: 52.08%  多數: down | 真實: up ❌
2024-08-29 → 👍 158  👎 115  📊 273  👍比: 57.88%  👎比: 42.12%  多數: up | 真實: down ❌
2024-08-31 → 👍 36  👎 33  📊 69  👍比: 52.17%  👎比: 47.83%  多數: up | 真實: down ❌
2024-09-01 → 👍 74  👎 69  📊 143  👍比: 51.75%  👎比: 48.25%  多數: up | 真實: down ❌
2024-09-02 → 👍 12  👎 14  📊 26  👍比: 46.15%  👎比: 53.85%  多數: down | 真實: up ❌
2024-09-03 → 👍 6  👎 5  📊 11  👍比: 54.55%  👎比: 45.45%  多數: up | 真實: down ❌
2024-09-04 → 👍 29  👎 26  📊 55  👍比: 52.73%  👎比: 47.27%  多數: up | 真實: up ✅
2024-09-05 → 👍 156  👎 121  📊 277  👍比: 56.32%  👎比: 43.68%  多數: up | 真實: up ✅
2024-09-06 → 👍 18  👎 11  📊 29  👍比: 62.07%  👎比: 37.93%  多數: up | 真實: up ✅
2024-09-07 → 👍 7  👎 7  📊 14  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: up ✅
2024-09-08 → 👍 5  👎 3  📊 8  👍比: 62.50%  👎比: 37.50%  多數: up | 真實: down ❌
2024-09-09 → 👍 13  👎 10  📊 23  👍比: 56.52%  👎比: 43.48%  多數: up | 真實: down ❌
2024-09-10 → 👍 14  👎 14  📊 28  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: up ✅
2024-09-12 → 👍 11  👎 13  📊 24  👍比: 45.83%  👎比: 54.17%  多數: down | 真實: up ❌
2024-09-13 → 👍 2  👎 5  📊 7  👍比: 28.57%  👎比: 71.43%  多數: down | 真實: down ✅
2024-09-14 → 👍 26  👎 12  📊 38  👍比: 68.42%  👎比: 31.58%  多數: up | 真實: up ✅
2024-09-16 → 👍 31  👎 19  📊 50  👍比: 62.00%  👎比: 38.00%  多數: up | 真實: up ✅
2024-09-18 → 👍 7  👎 1  📊 8  👍比: 87.50%  👎比: 12.50%  多數: up | 真實: up ✅
2024-09-19 → 👍 66  👎 54  📊 120  👍比: 55.00%  👎比: 45.00%  多數: up | 真實: up ✅
2024-09-20 → 👍 62  👎 51  📊 113  👍比: 54.87%  👎比: 45.13%  多數: up | 真實: down ❌
2024-09-21 → 👍 38  👎 35  📊 73  👍比: 52.05%  👎比: 47.95%  多數: up | 真實: up ✅
2024-09-22 → 👍 16  👎 7  📊 23  👍比: 69.57%  👎比: 30.43%  多數: up | 真實: up ✅
2024-09-23 → 👍 75  👎 91  📊 166  👍比: 45.18%  👎比: 54.82%  多數: down | 真實: down ✅
2024-09-25 → 👍 4  👎 4  📊 8  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: down ❌
2024-09-26 → 👍 7  👎 11  📊 18  👍比: 38.89%  👎比: 61.11%  多數: down | 真實: up ❌
2024-09-27 → 👍 3  👎 4  📊 7  👍比: 42.86%  👎比: 57.14%  多數: down | 真實: up ❌
2024-09-28 → 👍 5  👎 10  📊 15  👍比: 33.33%  👎比: 66.67%  多數: down | 真實: up ❌
2024-09-29 → 👍 5  👎 4  📊 9  👍比: 55.56%  👎比: 44.44%  多數: up | 真實: up ✅
2024-09-30 → 👍 38  👎 41  📊 79  👍比: 48.10%  👎比: 51.90%  多數: down | 真實: down ✅
2024-10-01 → 👍 1478  👎 1133  📊 2611  👍比: 56.61%  👎比: 43.39%  多數: up | 真實: up ✅
2024-10-02 → 👍 812  👎 659  📊 1471  👍比: 55.20%  👎比: 44.80%  多數: up | 真實: up ✅
2024-10-03 → 👍 33  👎 20  📊 53  👍比: 62.26%  👎比: 37.74%  多數: up | 真實: up ✅
2024-10-04 → 👍 23  👎 22  📊 45  👍比: 51.11%  👎比: 48.89%  多數: up | 真實: up ✅
2024-10-05 → 👍 59  👎 50  📊 109  👍比: 54.13%  👎比: 45.87%  多數: up | 真實: up ✅
2024-10-06 → 👍 25  👎 40  📊 65  👍比: 38.46%  👎比: 61.54%  多數: down | 真實: down ✅
2024-10-07 → 👍 88  👎 73  📊 161  👍比: 54.66%  👎比: 45.34%  多數: up | 真實: down ❌
2024-10-08 → 👍 247  👎 270  📊 517  👍比: 47.78%  👎比: 52.22%  多數: down | 真實: down ✅
2024-10-09 → 👍 60  👎 75  📊 135  👍比: 44.44%  👎比: 55.56%  多數: down | 真實: up ❌
2024-10-10 → 👍 207  👎 177  📊 384  👍比: 53.91%  👎比: 46.09%  多數: up | 真實: down ❌
2024-10-11 → 👍 9  👎 3  📊 12  👍比: 75.00%  👎比: 25.00%  多數: up | 真實: up ✅
2024-10-12 → 👍 35  👎 28  📊 63  👍比: 55.56%  👎比: 44.44%  多數: up | 真實: down ❌
2024-10-13 → 👍 56  👎 39  📊 95  👍比: 58.95%  👎比: 41.05%  多數: up | 真實: up ✅
2024-10-14 → 👍 42  👎 35  📊 77  👍比: 54.55%  👎比: 45.45%  多數: up | 真實: up ✅
2024-10-15 → 👍 20  👎 19  📊 39  👍比: 51.28%  👎比: 48.72%  多數: up | 真實: up ✅
2024-10-16 → 👍 139  👎 145  📊 284  👍比: 48.94%  👎比: 51.06%  多數: down | 真實: down ✅
2024-10-17 → 👍 35  👎 20  📊 55  👍比: 63.64%  👎比: 36.36%  多數: up | 真實: up ✅
2024-10-19 → 👍 33  👎 32  📊 65  👍比: 50.77%  👎比: 49.23%  多數: up | 真實: up ✅
2024-10-20 → 👍 4  👎 4  📊 8  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: down ❌
2024-10-22 → 👍 31  👎 21  📊 52  👍比: 59.62%  👎比: 40.38%  多數: up | 真實: up ✅
2024-10-23 → 👍 14  👎 19  📊 33  👍比: 42.42%  👎比: 57.58%  多數: down | 真實: up ❌
2024-10-24 → 👍 40  👎 30  📊 70  👍比: 57.14%  👎比: 42.86%  多數: up | 真實: up ✅
2024-10-25 → 👍 16  👎 23  📊 39  👍比: 41.03%  👎比: 58.97%  多數: down | 真實: up ❌
2024-10-26 → 👍 25  👎 30  📊 55  👍比: 45.45%  👎比: 54.55%  多數: down | 真實: up ❌
2024-10-27 → 👍 91  👎 74  📊 165  👍比: 55.15%  👎比: 44.85%  多數: up | 真實: up ✅
2024-10-28 → 👍 19  👎 13  📊 32  👍比: 59.38%  👎比: 40.62%  多數: up | 真實: down ❌
2024-10-29 → 👍 31  👎 28  📊 59  👍比: 52.54%  👎比: 47.46%  多數: up | 真實: down ❌
2024-10-31 → 👍 8  👎 3  📊 11  👍比: 72.73%  👎比: 27.27%  多數: up | 真實: down ❌
2024-11-01 → 👍 31  👎 14  📊 45  👍比: 68.89%  👎比: 31.11%  多數: up | 真實: down ❌
2024-11-02 → 👍 192  👎 155  📊 347  👍比: 55.33%  👎比: 44.67%  多數: up | 真實: down ❌
2024-11-03 → 👍 10  👎 14  📊 24  👍比: 41.67%  👎比: 58.33%  多數: down | 真實: up ❌
2024-11-05 → 👍 63  👎 45  📊 108  👍比: 58.33%  👎比: 41.67%  多數: up | 真實: up ✅
2024-11-06 → 👍 3240  👎 2632  📊 5872  👍比: 55.18%  👎比: 44.82%  多數: up | 真實: down ❌
2024-11-07 → 👍 2957  👎 2348  📊 5305  👍比: 55.74%  👎比: 44.26%  多數: up | 真實: down ❌
2024-11-08 → 👍 2149  👎 1754  📊 3903  👍比: 55.06%  👎比: 44.94%  多數: up | 真實: down ❌
2024-11-09 → 👍 2450  👎 2107  📊 4557  👍比: 53.76%  👎比: 46.24%  多數: up | 真實: down ❌
2024-11-10 → 👍 3125  👎 2613  📊 5738  👍比: 54.46%  👎比: 45.54%  多數: up | 真實: down ❌
2024-11-11 → 👍 3874  👎 3183  📊 7057  👍比: 54.90%  👎比: 45.10%  多數: up | 真實: up ✅
2024-11-12 → 👍 5313  👎 4285  📊 9598  👍比: 55.36%  👎比: 44.64%  多數: up | 真實: up ✅
2024-11-13 → 👍 6575  👎 5396  📊 11971  👍比: 54.92%  👎比: 45.08%  多數: up | 真實: up ✅
2024-11-14 → 👍 4492  👎 3685  📊 8177  👍比: 54.93%  👎比: 45.07%  多數: up | 真實: down ❌
2024-11-15 → 👍 3316  👎 2793  📊 6109  👍比: 54.28%  👎比: 45.72%  多數: up | 真實: up ✅
2024-11-16 → 👍 2620  👎 2138  📊 4758  👍比: 55.07%  👎比: 44.93%  多數: up | 真實: down ❌
2024-11-17 → 👍 248  👎 208  📊 456  👍比: 54.39%  👎比: 45.61%  多數: up | 真實: down ❌
2024-11-18 → 👍 4753  👎 4120  📊 8873  👍比: 53.57%  👎比: 46.43%  多數: up | 真實: up ✅
2024-11-19 → 👍 678  👎 525  📊 1203  👍比: 56.36%  👎比: 43.64%  多數: up | 真實: up ✅
2024-11-20 → 👍 247  👎 225  📊 472  👍比: 52.33%  👎比: 47.67%  多數: up | 真實: down ❌
2024-11-21 → 👍 136  👎 125  📊 261  👍比: 52.11%  👎比: 47.89%  多數: up | 真實: up ✅
2024-11-22 → 👍 161  👎 127  📊 288  👍比: 55.90%  👎比: 44.10%  多數: up | 真實: up ✅
2024-11-23 → 👍 79  👎 66  📊 145  👍比: 54.48%  👎比: 45.52%  多數: up | 真實: up ✅
2024-11-24 → 👍 16  👎 9  📊 25  👍比: 64.00%  👎比: 36.00%  多數: up | 真實: down ❌
2024-11-25 → 👍 138  👎 121  📊 259  👍比: 53.28%  👎比: 46.72%  多數: up | 真實: down ❌
2024-11-26 → 👍 122  👎 88  📊 210  👍比: 58.10%  👎比: 41.90%  多數: up | 真實: down ❌
2024-11-28 → 👍 5  👎 2  📊 7  👍比: 71.43%  👎比: 28.57%  多數: up | 真實: up ✅
2024-11-29 → 👍 7  👎 5  📊 12  👍比: 58.33%  👎比: 41.67%  多數: up | 真實: up ✅
2024-11-30 → 👍 167  👎 151  📊 318  👍比: 52.52%  👎比: 47.48%  多數: up | 真實: up ✅
