
=== PEPE ===
2025-02-01 → 👍 1048  👎 269  📊 1317  👍比: 79.57%  👎比: 20.43%  多數: up | 真實: down ❌
2024-08-25 → 👍 26  👎 6  📊 32  👍比: 81.25%  👎比: 18.75%  多數: up | 真實: up ✅
2024-08-26 → 👍 21  👎 6  📊 27  👍比: 77.78%  👎比: 22.22%  多數: up | 真實: down ❌
2024-08-27 → 👍 146  👎 38  📊 184  👍比: 79.35%  👎比: 20.65%  多數: up | 真實: down ❌
2024-08-28 → 👍 429  👎 124  📊 553  👍比: 77.58%  👎比: 22.42%  多數: up | 真實: up ✅
2024-08-29 → 👍 218  👎 55  📊 273  👍比: 79.85%  👎比: 20.15%  多數: up | 真實: down ❌
2024-08-31 → 👍 52  👎 17  📊 69  👍比: 75.36%  👎比: 24.64%  多數: up | 真實: down ❌
2024-09-01 → 👍 112  👎 31  📊 143  👍比: 78.32%  👎比: 21.68%  多數: up | 真實: down ❌
2024-09-02 → 👍 22  👎 4  📊 26  👍比: 84.62%  👎比: 15.38%  多數: up | 真實: down ❌
2024-09-03 → 👍 9  👎 2  📊 11  👍比: 81.82%  👎比: 18.18%  多數: up | 真實: down ❌
2024-09-04 → 👍 40  👎 15  📊 55  👍比: 72.73%  👎比: 27.27%  多數: up | 真實: up ✅
2024-09-05 → 👍 198  👎 79  📊 277  👍比: 71.48%  👎比: 28.52%  多數: up | 真實: up ✅
2024-09-06 → 👍 21  👎 8  📊 29  👍比: 72.41%  👎比: 27.59%  多數: up | 真實: down ❌
2024-09-07 → 👍 12  👎 2  📊 14  👍比: 85.71%  👎比: 14.29%  多數: up | 真實: up ✅
2024-09-08 → 👍 6  👎 2  📊 8  👍比: 75.00%  👎比: 25.00%  多數: up | 真實: down ❌
2024-09-09 → 👍 19  👎 4  📊 23  👍比: 82.61%  👎比: 17.39%  多數: up | 真實: up ✅
2024-09-10 → 👍 20  👎 8  📊 28  👍比: 71.43%  👎比: 28.57%  多數: up | 真實: down ❌
2024-09-12 → 👍 21  👎 3  📊 24  👍比: 87.50%  👎比: 12.50%  多數: up | 真實: up ✅
2024-09-13 → 👍 6  👎 1  📊 7  👍比: 85.71%  👎比: 14.29%  多數: up | 真實: down ❌
2024-09-14 → 👍 25  👎 13  📊 38  👍比: 65.79%  👎比: 34.21%  多數: up | 真實: down ❌
2024-09-16 → 👍 37  👎 13  📊 50  👍比: 74.00%  👎比: 26.00%  多數: up | 真實: up ✅
2024-09-18 → 👍 5  👎 3  📊 8  👍比: 62.50%  👎比: 37.50%  多數: up | 真實: up ✅
2024-09-19 → 👍 90  👎 30  📊 120  👍比: 75.00%  👎比: 25.00%  多數: up | 真實: up ✅
2024-09-20 → 👍 93  👎 20  📊 113  👍比: 82.30%  👎比: 17.70%  多數: up | 真實: up ✅
2024-09-21 → 👍 61  👎 12  📊 73  👍比: 83.56%  👎比: 16.44%  多數: up | 真實: up ✅
2024-09-22 → 👍 18  👎 5  📊 23  👍比: 78.26%  👎比: 21.74%  多數: up | 真實: down ❌
2024-09-23 → 👍 139  👎 27  📊 166  👍比: 83.73%  👎比: 16.27%  多數: up | 真實: down ❌
2024-09-25 → 👍 6  👎 2  📊 8  👍比: 75.00%  👎比: 25.00%  多數: up | 真實: up ✅
2024-09-26 → 👍 15  👎 3  📊 18  👍比: 83.33%  👎比: 16.67%  多數: up | 真實: up ✅
2024-09-27 → 👍 5  👎 2  📊 7  👍比: 71.43%  👎比: 28.57%  多數: up | 真實: up ✅
2024-09-28 → 👍 11  👎 4  📊 15  👍比: 73.33%  👎比: 26.67%  多數: up | 真實: up ✅
2024-09-29 → 👍 6  👎 3  📊 9  👍比: 66.67%  👎比: 33.33%  多數: up | 真實: up ✅
2024-09-30 → 👍 64  👎 15  📊 79  👍比: 81.01%  👎比: 18.99%  多數: up | 真實: down ❌
2024-10-01 → 👍 2043  👎 568  📊 2611  👍比: 78.25%  👎比: 21.75%  多數: up | 真實: down ❌
2024-10-02 → 👍 1152  👎 319  📊 1471  👍比: 78.31%  👎比: 21.69%  多數: up | 真實: up ✅
2024-10-03 → 👍 38  👎 15  📊 53  👍比: 71.70%  👎比: 28.30%  多數: up | 真實: up ✅
2024-10-04 → 👍 32  👎 13  📊 45  👍比: 71.11%  👎比: 28.89%  多數: up | 真實: down ❌
2024-10-05 → 👍 83  👎 26  📊 109  👍比: 76.15%  👎比: 23.85%  多數: up | 真實: up ✅
2024-10-06 → 👍 47  👎 18  📊 65  👍比: 72.31%  👎比: 27.69%  多數: up | 真實: down ❌
2024-10-07 → 👍 123  👎 38  📊 161  👍比: 76.40%  👎比: 23.60%  多數: up | 真實: down ❌
2024-10-08 → 👍 412  👎 105  📊 517  👍比: 79.69%  👎比: 20.31%  多數: up | 真實: down ❌
2024-10-09 → 👍 109  👎 26  📊 135  👍比: 80.74%  👎比: 19.26%  多數: up | 真實: up ✅
2024-10-10 → 👍 316  👎 68  📊 384  👍比: 82.29%  👎比: 17.71%  多數: up | 真實: down ❌
2024-10-11 → 👍 8  👎 4  📊 12  👍比: 66.67%  👎比: 33.33%  多數: up | 真實: up ✅
2024-10-12 → 👍 46  👎 17  📊 63  👍比: 73.02%  👎比: 26.98%  多數: up | 真實: down ❌
2024-10-13 → 👍 74  👎 21  📊 95  👍比: 77.89%  👎比: 22.11%  多數: up | 真實: up ✅
2024-10-14 → 👍 53  👎 24  📊 77  👍比: 68.83%  👎比: 31.17%  多數: up | 真實: up ✅
2024-10-15 → 👍 26  👎 13  📊 39  👍比: 66.67%  👎比: 33.33%  多數: up | 真實: up ✅
2024-10-16 → 👍 216  👎 68  📊 284  👍比: 76.06%  👎比: 23.94%  多數: up | 真實: down ❌
2024-10-17 → 👍 46  👎 9  📊 55  👍比: 83.64%  👎比: 16.36%  多數: up | 真實: up ✅
2024-10-19 → 👍 54  👎 11  📊 65  👍比: 83.08%  👎比: 16.92%  多數: up | 真實: down ❌
2024-10-20 → 👍 6  👎 2  📊 8  👍比: 75.00%  👎比: 25.00%  多數: up | 真實: down ❌
2024-10-22 → 👍 43  👎 9  📊 52  👍比: 82.69%  👎比: 17.31%  多數: up | 真實: up ✅
2024-10-23 → 👍 26  👎 7  📊 33  👍比: 78.79%  👎比: 21.21%  多數: up | 真實: up ✅
2024-10-24 → 👍 60  👎 10  📊 70  👍比: 85.71%  👎比: 14.29%  多數: up | 真實: up ✅
2024-10-25 → 👍 30  👎 9  📊 39  👍比: 76.92%  👎比: 23.08%  多數: up | 真實: down ❌
2024-10-26 → 👍 46  👎 9  📊 55  👍比: 83.64%  👎比: 16.36%  多數: up | 真實: up ✅
2024-10-27 → 👍 127  👎 38  📊 165  👍比: 76.97%  👎比: 23.03%  多數: up | 真實: up ✅
2024-10-28 → 👍 26  👎 6  📊 32  👍比: 81.25%  👎比: 18.75%  多數: up | 真實: down ❌
2024-10-29 → 👍 49  👎 10  📊 59  👍比: 83.05%  👎比: 16.95%  多數: up | 真實: down ❌
2024-10-31 → 👍 7  👎 4  📊 11  👍比: 63.64%  👎比: 36.36%  多數: up | 真實: down ❌
2024-11-01 → 👍 34  👎 11  📊 45  👍比: 75.56%  👎比: 24.44%  多數: up | 真實: down ❌
2024-11-02 → 👍 273  👎 74  📊 347  👍比: 78.67%  👎比: 21.33%  多數: up | 真實: down ❌
2024-11-03 → 👍 22  👎 2  📊 24  👍比: 91.67%  👎比: 8.33%  多數: up | 真實: up ✅
2024-11-05 → 👍 86  👎 22  📊 108  👍比: 79.63%  👎比: 20.37%  多數: up | 真實: up ✅
2024-11-06 → 👍 4634  👎 1238  📊 5872  👍比: 78.92%  👎比: 21.08%  多數: up | 真實: down ❌
2024-11-07 → 👍 4160  👎 1145  📊 5305  👍比: 78.42%  👎比: 21.58%  多數: up | 真實: down ❌
2024-11-08 → 👍 3109  👎 794  📊 3903  👍比: 79.66%  👎比: 20.34%  多數: up | 真實: down ❌
2024-11-09 → 👍 3609  👎 948  📊 4557  👍比: 79.20%  👎比: 20.80%  多數: up | 真實: down ❌
2024-11-10 → 👍 4536  👎 1202  📊 5738  👍比: 79.05%  👎比: 20.95%  多數: up | 真實: down ❌
2024-11-11 → 👍 5542  👎 1515  📊 7057  👍比: 78.53%  👎比: 21.47%  多數: up | 真實: up ✅
2024-11-12 → 👍 7586  👎 2012  📊 9598  👍比: 79.04%  👎比: 20.96%  多數: up | 真實: up ✅
2024-11-13 → 👍 9424  👎 2547  📊 11971  👍比: 78.72%  👎比: 21.28%  多數: up | 真實: down ❌
2024-11-14 → 👍 6494  👎 1683  📊 8177  👍比: 79.42%  👎比: 20.58%  多數: up | 真實: down ❌
2024-11-15 → 👍 4833  👎 1276  📊 6109  👍比: 79.11%  👎比: 20.89%  多數: up | 真實: up ✅
2024-11-16 → 👍 3695  👎 1063  📊 4758  👍比: 77.66%  👎比: 22.34%  多數: up | 真實: down ❌
2024-11-17 → 👍 359  👎 97  📊 456  👍比: 78.73%  👎比: 21.27%  多數: up | 真實: down ❌
2024-11-18 → 👍 7068  👎 1805  📊 8873  👍比: 79.66%  👎比: 20.34%  多數: up | 真實: up ✅
2024-11-19 → 👍 939  👎 264  📊 1203  👍比: 78.05%  👎比: 21.95%  多數: up | 真實: up ✅
2024-11-20 → 👍 385  👎 87  📊 472  👍比: 81.57%  👎比: 18.43%  多數: up | 真實: down ❌
2024-11-21 → 👍 206  👎 55  📊 261  👍比: 78.93%  👎比: 21.07%  多數: up | 真實: up ✅
2024-11-22 → 👍 209  👎 79  📊 288  👍比: 72.57%  👎比: 27.43%  多數: up | 真實: up ✅
2024-11-23 → 👍 112  👎 33  📊 145  👍比: 77.24%  👎比: 22.76%  多數: up | 真實: up ✅
2024-11-24 → 👍 21  👎 4  📊 25  👍比: 84.00%  👎比: 16.00%  多數: up | 真實: down ❌
2024-11-25 → 👍 204  👎 55  📊 259  👍比: 78.76%  👎比: 21.24%  多數: up | 真實: down ❌
2024-11-26 → 👍 185  👎 25  📊 210  👍比: 88.10%  👎比: 11.90%  多數: up | 真實: up ✅
2024-11-28 → 👍 3  👎 4  📊 7  👍比: 42.86%  👎比: 57.14%  多數: down | 真實: down ✅
2024-11-29 → 👍 8  👎 4  📊 12  👍比: 66.67%  👎比: 33.33%  多數: up | 真實: up ✅
2024-11-30 → 👍 245  👎 73  📊 318  👍比: 77.04%  👎比: 22.96%  多數: up | 真實: up ✅
2024-12-01 → 👍 3338  👎 885  📊 4223  👍比: 79.04%  👎比: 20.96%  多數: up | 真實: down ❌
2024-12-02 → 👍 5516  👎 1488  📊 7004  👍比: 78.75%  👎比: 21.25%  多數: up | 真實: down ❌
2024-12-03 → 👍 2216  👎 566  📊 2782  👍比: 79.65%  👎比: 20.35%  多數: up | 真實: down ❌
2024-12-04 → 👍 506  👎 100  📊 606  👍比: 83.50%  👎比: 16.50%  多數: up | 真實: up ✅
2024-12-05 → 👍 135  👎 42  📊 177  👍比: 76.27%  👎比: 23.73%  多數: up | 真實: down ❌
2024-12-06 → 👍 187  👎 47  📊 234  👍比: 79.91%  👎比: 20.09%  多數: up | 真實: down ❌
2024-12-07 → 👍 157  👎 35  📊 192  👍比: 81.77%  👎比: 18.23%  多數: up | 真實: down ❌
2024-12-08 → 👍 50  👎 13  📊 63  👍比: 79.37%  👎比: 20.63%  多數: up | 真實: up ✅
2024-12-09 → 👍 179  👎 61  📊 240  👍比: 74.58%  👎比: 25.42%  多數: up | 真實: up ✅
2024-12-10 → 👍 82  👎 18  📊 100  👍比: 82.00%  👎比: 18.00%  多數: up | 真實: up ✅
2024-12-11 → 👍 74  👎 26  📊 100  👍比: 74.00%  👎比: 26.00%  多數: up | 真實: up ✅
2024-12-12 → 👍 206  👎 60  📊 266  👍比: 77.44%  👎比: 22.56%  多數: up | 真實: up ✅
2024-12-13 → 👍 76  👎 27  📊 103  👍比: 73.79%  👎比: 26.21%  多數: up | 真實: down ❌
2024-12-14 → 👍 10  👎 4  📊 14  👍比: 71.43%  👎比: 28.57%  多數: up | 真實: up ✅
2024-12-15 → 👍 384  👎 111  📊 495  👍比: 77.58%  👎比: 22.42%  多數: up | 真實: down ❌
2024-12-16 → 👍 21  👎 15  📊 36  👍比: 58.33%  👎比: 41.67%  多數: up | 真實: down ❌
2024-12-17 → 👍 218  👎 61  📊 279  👍比: 78.14%  👎比: 21.86%  多數: up | 真實: up ✅
2024-12-18 → 👍 309  👎 89  📊 398  👍比: 77.64%  👎比: 22.36%  多數: up | 真實: up ✅
2024-12-19 → 👍 116  👎 23  📊 139  👍比: 83.45%  👎比: 16.55%  多數: up | 真實: down ❌
2024-12-20 → 👍 35  👎 9  📊 44  👍比: 79.55%  👎比: 20.45%  多數: up | 真實: down ❌
2024-12-21 → 👍 286  👎 55  📊 341  👍比: 83.87%  👎比: 16.13%  多數: up | 真實: down ❌
2024-12-22 → 👍 378  👎 92  📊 470  👍比: 80.43%  👎比: 19.57%  多數: up | 真實: down ❌
2024-12-23 → 👍 221  👎 38  📊 259  👍比: 85.33%  👎比: 14.67%  多數: up | 真實: down ❌
2024-12-24 → 👍 371  👎 120  📊 491  👍比: 75.56%  👎比: 24.44%  多數: up | 真實: up ✅
2024-12-25 → 👍 357  👎 65  📊 422  👍比: 84.60%  👎比: 15.40%  多數: up | 真實: down ❌
2024-12-26 → 👍 281  👎 88  📊 369  👍比: 76.15%  👎比: 23.85%  多數: up | 真實: down ❌
2024-12-27 → 👍 136  👎 25  📊 161  👍比: 84.47%  👎比: 15.53%  多數: up | 真實: down ❌
2024-12-28 → 👍 235  👎 65  📊 300  👍比: 78.33%  👎比: 21.67%  多數: up | 真實: up ✅
2024-12-29 → 👍 746  👎 201  📊 947  👍比: 78.78%  👎比: 21.22%  多數: up | 真實: down ❌
2024-12-30 → 👍 3282  👎 896  📊 4178  👍比: 78.55%  👎比: 21.45%  多數: up | 真實: up ✅
2024-12-31 → 👍 4315  👎 1151  📊 5466  👍比: 78.94%  👎比: 21.06%  多數: up | 真實: down ❌
2025-01-01 → 👍 4022  👎 1005  📊 5027  👍比: 80.01%  👎比: 19.99%  多數: up | 真實: down ❌
2025-01-02 → 👍 3999  👎 1108  📊 5107  👍比: 78.30%  👎比: 21.70%  多數: up | 真實: up ✅
2025-01-03 → 👍 4704  👎 1334  📊 6038  👍比: 77.91%  👎比: 22.09%  多數: up | 真實: up ✅
2025-01-04 → 👍 4731  👎 1304  📊 6035  👍比: 78.39%  👎比: 21.61%  多數: up | 真實: down ❌
2025-01-05 → 👍 3793  👎 994  📊 4787  👍比: 79.24%  👎比: 20.76%  多數: up | 真實: down ❌
2025-01-06 → 👍 4285  👎 1058  📊 5343  👍比: 80.20%  👎比: 19.80%  多數: up | 真實: down ❌
2025-01-07 → 👍 3905  👎 984  📊 4889  👍比: 79.87%  👎比: 20.13%  多數: up | 真實: up ✅
2025-01-08 → 👍 3518  👎 917  📊 4435  👍比: 79.32%  👎比: 20.68%  多數: up | 真實: down ❌
2025-01-09 → 👍 3723  👎 996  📊 4719  👍比: 78.89%  👎比: 21.11%  多數: up | 真實: down ❌
2025-01-10 → 👍 1461  👎 410  📊 1871  👍比: 78.09%  👎比: 21.91%  多數: up | 真實: up ✅
2025-01-11 → 👍 3158  👎 850  📊 4008  👍比: 78.79%  👎比: 21.21%  多數: up | 真實: up ✅
2025-01-12 → 👍 3182  👎 858  📊 4040  👍比: 78.76%  👎比: 21.24%  多數: up | 真實: down ❌
2025-01-13 → 👍 3358  👎 802  📊 4160  👍比: 80.72%  👎比: 19.28%  多數: up | 真實: up ✅
2025-01-14 → 👍 3674  👎 905  📊 4579  👍比: 80.24%  👎比: 19.76%  多數: up | 真實: up ✅
2025-01-15 → 👍 665  👎 171  📊 836  👍比: 79.55%  👎比: 20.45%  多數: up | 真實: up ✅
2025-01-16 → 👍 2908  👎 812  📊 3720  👍比: 78.17%  👎比: 21.83%  多數: up | 真實: up ✅
2025-01-17 → 👍 4190  👎 1026  📊 5216  👍比: 80.33%  👎比: 19.67%  多數: up | 真實: down ❌
2025-01-18 → 👍 4665  👎 1177  📊 5842  👍比: 79.85%  👎比: 20.15%  多數: up | 真實: up ✅
2025-01-19 → 👍 5293  👎 1374  📊 6667  👍比: 79.39%  👎比: 20.61%  多數: up | 真實: down ❌
2025-01-20 → 👍 4321  👎 1180  📊 5501  👍比: 78.55%  👎比: 21.45%  多數: up | 真實: down ❌
2025-01-21 → 👍 7245  👎 2029  📊 9274  👍比: 78.12%  👎比: 21.88%  多數: up | 真實: up ✅
2025-01-22 → 👍 5007  👎 1110  📊 6117  👍比: 81.85%  👎比: 18.15%  多數: up | 真實: down ❌
2025-01-23 → 👍 1059  👎 284  📊 1343  👍比: 78.85%  👎比: 21.15%  多數: up | 真實: down ❌
2025-01-24 → 👍 3299  👎 888  📊 4187  👍比: 78.79%  👎比: 21.21%  多數: up | 真實: down ❌
2025-01-25 → 👍 2723  👎 684  📊 3407  👍比: 79.92%  👎比: 20.08%  多數: up | 真實: down ❌
2025-01-26 → 👍 3205  👎 851  📊 4056  👍比: 79.02%  👎比: 20.98%  多數: up | 真實: down ❌
2025-01-27 → 👍 2814  👎 751  📊 3565  👍比: 78.93%  👎比: 21.07%  多數: up | 真實: up ✅
2025-01-28 → 👍 1458  👎 409  📊 1867  👍比: 78.09%  👎比: 21.91%  多數: up | 真實: down ❌
2025-01-29 → 👍 16  👎 8  📊 24  👍比: 66.67%  👎比: 33.33%  多數: up | 真實: up ✅
2025-01-30 → 👍 79  👎 32  📊 111  👍比: 71.17%  👎比: 28.83%  多數: up | 真實: down ❌
2025-01-31 → 👍 440  👎 123  📊 563  👍比: 78.15%  👎比: 21.85%  多數: up | 真實: down ❌
2025-02-01 → 👍 2856  👎 767  📊 3623  👍比: 78.83%  👎比: 21.17%  多數: up | 真實: down ❌
2025-02-02 → 👍 1838  👎 455  📊 2293  👍比: 80.16%  👎比: 19.84%  多數: up | 真實: down ❌
2025-02-03 → 👍 2654  👎 647  📊 3301  👍比: 80.40%  👎比: 19.60%  多數: up | 真實: up ✅
2025-02-04 → 👍 2364  👎 642  📊 3006  👍比: 78.64%  👎比: 21.36%  多數: up | 真實: down ❌
2025-02-05 → 👍 2114  👎 569  📊 2683  👍比: 78.79%  👎比: 21.21%  多數: up | 真實: down ❌
2025-02-06 → 👍 2441  👎 298  📊 2739  👍比: 89.12%  👎比: 10.88%  多數: up | 真實: down ❌
2025-02-07 → 👍 2309  👎 640  📊 2949  👍比: 78.30%  👎比: 21.70%  多數: up | 真實: down ❌
2025-02-08 → 👍 1753  👎 524  📊 2277  👍比: 76.99%  👎比: 23.01%  多數: up | 真實: up ✅
2025-02-09 → 👍 1983  👎 466  📊 2449  👍比: 80.97%  👎比: 19.03%  多數: up | 真實: up ✅
2025-02-10 → 👍 1396  👎 387  📊 1783  👍比: 78.30%  👎比: 21.70%  多數: up | 真實: down ❌
2025-02-11 → 👍 1816  👎 509  📊 2325  👍比: 78.11%  👎比: 21.89%  多數: up | 真實: down ❌
2025-02-12 → 👍 1915  👎 512  📊 2427  👍比: 78.90%  👎比: 21.10%  多數: up | 真實: down ❌
2025-02-13 → 👍 2000  👎 523  📊 2523  👍比: 79.27%  👎比: 20.73%  多數: up | 真實: up ✅
2025-02-14 → 👍 1996  👎 513  📊 2509  👍比: 79.55%  👎比: 20.45%  多數: up | 真實: up ✅
2025-02-15 → 👍 1776  👎 451  📊 2227  👍比: 79.75%  👎比: 20.25%  多數: up | 真實: down ❌
2025-02-16 → 👍 1585  👎 433  📊 2018  👍比: 78.54%  👎比: 21.46%  多數: up | 真實: up ✅
2025-02-17 → 👍 2041  👎 252  📊 2293  👍比: 89.01%  👎比: 10.99%  多數: up | 真實: down ❌
2025-02-18 → 👍 1934  👎 507  📊 2441  👍比: 79.23%  👎比: 20.77%  多數: up | 真實: down ❌
2025-02-19 → 👍 2832  👎 759  📊 3591  👍比: 78.86%  👎比: 21.14%  多數: up | 真實: down ❌
2025-02-20 → 👍 1092  👎 281  📊 1373  👍比: 79.53%  👎比: 20.47%  多數: up | 真實: down ❌
2025-02-21 → 👍 1990  👎 531  📊 2521  👍比: 78.94%  👎比: 21.06%  多數: up | 真實: down ❌
2025-02-22 → 👍 2150  👎 216  📊 2366  👍比: 90.87%  👎比: 9.13%  多數: up | 真實: up ✅
2025-02-23 → 👍 1633  👎 440  📊 2073  👍比: 78.77%  👎比: 21.23%  多數: up | 真實: down ❌
2025-02-24 → 👍 1944  👎 533  📊 2477  👍比: 78.48%  👎比: 21.52%  多數: up | 真實: down ❌
2025-02-25 → 👍 1907  👎 499  📊 2406  👍比: 79.26%  👎比: 20.74%  多數: up | 真實: down ❌
2025-02-26 → 👍 305  👎 85  📊 390  👍比: 78.21%  👎比: 21.79%  多數: up | 真實: up ✅
2025-02-27 → 👍 1491  👎 403  📊 1894  👍比: 78.72%  👎比: 21.28%  多數: up | 真實: up ✅
2025-02-28 → 👍 1681  👎 433  📊 2114  👍比: 79.52%  👎比: 20.48%  多數: up | 真實: down ❌
2025-03-01 → 👍 253  👎 58  📊 311  👍比: 81.35%  👎比: 18.65%  多數: up | 真實: up ✅
2025-03-02 → 👍 2431  👎 598  📊 3029  👍比: 80.26%  👎比: 19.74%  多數: up | 真實: down ❌
2025-03-03 → 👍 2497  👎 633  📊 3130  👍比: 79.78%  👎比: 20.22%  多數: up | 真實: up ✅
2025-03-04 → 👍 458  👎 126  📊 584  👍比: 78.42%  👎比: 21.58%  多數: up | 真實: down ❌
2025-03-05 → 👍 2010  👎 538  📊 2548  👍比: 78.89%  👎比: 21.11%  多數: up | 真實: down ❌
2025-03-06 → 👍 2348  👎 230  📊 2578  👍比: 91.08%  👎比: 8.92%  多數: up | 真實: down ❌
2025-03-07 → 👍 2328  👎 223  📊 2551  👍比: 91.26%  👎比: 8.74%  多數: up | 真實: down ❌
2025-03-08 → 👍 1664  👎 188  📊 1852  👍比: 89.85%  👎比: 10.15%  多數: up | 真實: down ❌
2025-03-09 → 👍 1868  👎 482  📊 2350  👍比: 79.49%  👎比: 20.51%  多數: up | 真實: up ✅
2025-03-10 → 👍 1710  👎 472  📊 2182  👍比: 78.37%  👎比: 21.63%  多數: up | 真實: down ❌
2025-03-11 → 👍 2076  👎 201  📊 2277  👍比: 91.17%  👎比: 8.83%  多數: up | 真實: up ✅
2025-03-12 → 👍 1704  👎 441  📊 2145  👍比: 79.44%  👎比: 20.56%  多數: up | 真實: up ✅
2025-03-13 → 👍 254  👎 65  📊 319  👍比: 79.62%  👎比: 20.38%  多數: up | 真實: up ✅
2025-03-14 → 👍 988  👎 107  📊 1095  👍比: 90.23%  👎比: 9.77%  多數: up | 真實: up ✅
2025-03-15 → 👍 1756  👎 467  📊 2223  👍比: 78.99%  👎比: 21.01%  多數: up | 真實: down ❌
2025-03-16 → 👍 1399  👎 371  📊 1770  👍比: 79.04%  👎比: 20.96%  多數: up | 真實: up ✅
2025-03-17 → 👍 1669  👎 203  📊 1872  👍比: 89.16%  👎比: 10.84%  多數: up | 真實: down ❌
2025-03-18 → 👍 1312  👎 328  📊 1640  👍比: 80.00%  👎比: 20.00%  多數: up | 真實: up ✅
2025-03-19 → 👍 1321  👎 147  📊 1468  👍比: 89.99%  👎比: 10.01%  多數: up | 真實: up ✅
2025-03-20 → 👍 1456  👎 397  📊 1853  👍比: 78.58%  👎比: 21.42%  多數: up | 真實: up ✅
2025-03-21 → 👍 726  👎 203  📊 929  👍比: 78.15%  👎比: 21.85%  多數: up | 真實: down ❌
2025-03-22 → 👍 35  👎 11  📊 46  👍比: 76.09%  👎比: 23.91%  多數: up | 真實: up ✅
2025-03-23 → 👍 971  👎 258  📊 1229  👍比: 79.01%  👎比: 20.99%  多數: up | 真實: up ✅
2025-03-24 → 👍 2578  👎 690  📊 3268  👍比: 78.89%  👎比: 21.11%  多數: up | 真實: down ❌
2025-03-25 → 👍 2649  👎 734  📊 3383  👍比: 78.30%  👎比: 21.70%  多數: up | 真實: up ✅
2025-03-26 → 👍 1655  👎 493  📊 2148  👍比: 77.05%  👎比: 22.95%  多數: up | 真實: up ✅
2025-03-27 → 👍 2801  👎 676  📊 3477  👍比: 80.56%  👎比: 19.44%  多數: up | 真實: down ❌
2025-03-28 → 👍 1923  👎 485  📊 2408  👍比: 79.86%  👎比: 20.14%  多數: up | 真實: down ❌
2025-03-29 → 👍 1574  👎 454  📊 2028  👍比: 77.61%  👎比: 22.39%  多數: up | 真實: down ❌
2025-03-30 → 👍 696  👎 188  📊 884  👍比: 78.73%  👎比: 21.27%  多數: up | 真實: down ❌
2025-03-31 → 👍 2657  👎 592  📊 3249  👍比: 81.78%  👎比: 18.22%  多數: up | 真實: up ✅
2025-04-01 → 👍 2793  👎 608  📊 3401  👍比: 82.12%  👎比: 17.88%  多數: up | 真實: down ❌
2025-04-02 → 👍 2260  👎 556  📊 2816  👍比: 80.26%  👎比: 19.74%  多數: up | 真實: up ✅
2025-04-03 → 👍 2019  👎 490  📊 2509  👍比: 80.47%  👎比: 19.53%  多數: up | 真實: up ✅
2025-04-04 → 👍 2251  👎 579  📊 2830  👍比: 79.54%  👎比: 20.46%  多數: up | 真實: up ✅
2025-04-05 → 👍 1846  👎 505  📊 2351  👍比: 78.52%  👎比: 21.48%  多數: up | 真實: down ❌
2025-04-06 → 👍 1836  👎 518  📊 2354  👍比: 77.99%  👎比: 22.01%  多數: up | 真實: down ❌
2025-04-07 → 👍 1998  👎 513  📊 2511  👍比: 79.57%  👎比: 20.43%  多數: up | 真實: down ❌
2025-04-08 → 👍 1947  👎 455  📊 2402  👍比: 81.06%  👎比: 18.94%  多數: up | 真實: up ✅
2025-04-09 → 👍 2451  👎 676  📊 3127  👍比: 78.38%  👎比: 21.62%  多數: up | 真實: up ✅
2025-04-10 → 👍 2833  👎 548  📊 3381  👍比: 83.79%  👎比: 16.21%  多數: up | 真實: down ❌
2025-04-11 → 👍 2179  👎 611  📊 2790  👍比: 78.10%  👎比: 21.90%  多數: up | 真實: up ✅
2025-04-12 → 👍 1811  👎 542  📊 2353  👍比: 76.97%  👎比: 23.03%  多數: up | 真實: down ❌
2025-04-13 → 👍 1795  👎 422  📊 2217  👍比: 80.97%  👎比: 19.03%  多數: up | 真實: down ❌
2025-04-14 → 👍 2083  👎 465  📊 2548  👍比: 81.75%  👎比: 18.25%  多數: up | 真實: down ❌
2025-04-15 → 👍 2265  👎 614  📊 2879  👍比: 78.67%  👎比: 21.33%  多數: up | 真實: up ✅
2025-04-16 → 👍 1773  👎 485  📊 2258  👍比: 78.52%  👎比: 21.48%  多數: up | 真實: up ✅
2025-04-17 → 👍 1628  👎 448  📊 2076  👍比: 78.42%  👎比: 21.58%  多數: up | 真實: up ✅
2025-04-18 → 👍 1743  👎 370  📊 2113  👍比: 82.49%  👎比: 17.51%  多數: up | 真實: up ✅
2025-04-19 → 👍 1469  👎 383  📊 1852  👍比: 79.32%  👎比: 20.68%  多數: up | 真實: down ❌
2025-04-20 → 👍 2078  👎 525  📊 2603  👍比: 79.83%  👎比: 20.17%  多數: up | 真實: down ❌
2025-04-21 → 👍 2515  👎 639  📊 3154  👍比: 79.74%  👎比: 20.26%  多數: up | 真實: up ✅
2025-04-22 → 👍 2230  👎 545  📊 2775  👍比: 80.36%  👎比: 19.64%  多數: up | 真實: up ✅
2025-04-23 → 👍 2698  👎 713  📊 3411  👍比: 79.10%  👎比: 20.90%  多數: up | 真實: up ✅
2025-04-24 → 👍 2030  👎 558  📊 2588  👍比: 78.44%  👎比: 21.56%  多數: up | 真實: up ✅
2025-04-25 → 👍 2184  👎 568  📊 2752  👍比: 79.36%  👎比: 20.64%  多數: up | 真實: down ❌
2025-04-26 → 👍 1804  👎 507  📊 2311  👍比: 78.06%  👎比: 21.94%  多數: up | 真實: down ❌
